artist,title,neg,neu,pos,compound
nathan bowles,whole & cloven,0.03,0.7809999999999999,0.189,0.9979
cass mccombs,mangy love,0.065,0.7859999999999999,0.149,0.9977
"gucci mane, zaytoven",guctiggy ep,0.047,0.8690000000000001,0.084,0.9753
subrosa,for this we fought the battle of ages,0.098,0.74,0.162,0.9943
motion graphics,motion graphics,0.021,0.866,0.113,0.9946
the roots,things fall apart,0.08,0.8140000000000001,0.107,0.9941
"katy goodman, greta morgan","take it, its yours",0.08900000000000001,0.799,0.112,0.9481
kornl kovcs,the bells,0.048,0.7659999999999999,0.18600000000000005,0.9987
controlled bleeding,larva lumps and baby bumps,0.046,0.831,0.124,0.9947
cassius,ibifornia ,0.07,0.848,0.081,0.9375
red pill,instinctive drowning,0.146,0.73,0.123,-0.9404
feral,nexus,0.046,0.838,0.116,0.9942
carl broemel,4th of july,0.022,0.858,0.12,0.9951
frank ocean,blonde,0.087,0.7959999999999999,0.117,0.9922
various artists,atomic bomb compilation vol. 4,0.129,0.8059999999999999,0.065,-0.9929
peter broderick,partners,0.036000000000000004,0.85,0.114,0.9939
battle trance,blade of love,0.022,0.857,0.121,0.9958
tory lanez,i told you,0.057,0.8540000000000001,0.08900000000000001,0.9795
brendan canning,home wrecking years,0.038,0.838,0.124,0.9947
charlotte day wilson,cdw ep,0.059,0.818,0.123,0.9755
tokyo black star,"""fantasy live 1999""",0.012,0.862,0.127,0.9977
sharon jones and the dap-kings,miss sharon jones! ost,0.08199999999999999,0.833,0.085,0.7672
tree,i.b. tree,0.071,0.845,0.084,0.833
mild high club,skiptracing,0.026,0.782,0.192,0.999
marielle v. jakobsons,star core,0.031,0.8740000000000001,0.094,0.9904
scott walker,the childhood of a leader ost,0.069,0.805,0.126,0.99
scott hirsch,blue rider songs,0.049,0.8340000000000001,0.117,0.9945
morgan delt,phase zero,0.034,0.804,0.162,0.9917
"steve lehman, slbyone",slbyone,0.025,0.818,0.157,0.9989
stevie wonder,songs in the key of life,0.052000000000000005,0.8370000000000001,0.111,0.9992
ka,honor killed the samurai,0.095,0.8,0.105,0.3159
"atticus ross, leopold ross, bobby krlic",almost holy ost,0.04,0.872,0.08800000000000001,0.9535
jefre cantu-ledesma,in summer,0.08,0.787,0.134,0.982
rattle,rattle,0.124,0.7859999999999999,0.09,-0.9388
dj earl,open your eyes,0.063,0.898,0.039,-0.7706
sonic youth,spinhead sessions,0.03,0.851,0.119,0.9883
various artists,radiating light: orchid tapes & friends,0.055,0.838,0.107,0.9897
the grifters,crappin you negative,0.083,0.813,0.104,0.9667
gonjasufi,callus,0.125,0.79,0.085,-0.9862
atmosphere,fishing blues,0.069,0.8190000000000001,0.112,0.9906
fury,paramount,0.079,0.795,0.126,0.9863
hockey dad,boronia,0.054000000000000006,0.7509999999999999,0.195,0.9973
"kyle dixon, michael stein","stranger things ost, vol. one",0.04,0.871,0.08900000000000001,0.9939
kool a.d.,official,0.014,0.915,0.071,0.9859
lexxi,5tarb01,0.08199999999999999,0.86,0.059,-0.9272
alex cameron,jumping the shark,0.054000000000000006,0.815,0.132,0.9959
various artists,the get down ost,0.056,0.825,0.119,0.9958
partynextdoor,partynextdoor 3 (p3),0.054000000000000006,0.833,0.113,0.9902
pill,convenience,0.081,0.83,0.08900000000000001,0.6781
mal devisa,kiid,0.054000000000000006,0.871,0.075,0.955
lando chill,"for mark, your son",0.055,0.8029999999999999,0.142,0.9956
rae sremmurd,sremmlife 2,0.043,0.863,0.094,0.9912
slow club,one day all of this won't matter any more,0.069,0.8190000000000001,0.113,0.9828
roosevelt,roosevelt,0.037000000000000005,0.863,0.1,0.9892
various artists,more better days,0.059,0.807,0.133,0.9974
pj harvey,dry,0.116,0.759,0.125,0.7921
2 chainz,daniel son ; necklace don,0.071,0.835,0.093,0.9555
the chills,kaleidoscope world,0.092,0.813,0.095,-0.6377
ryley walker,golden sings that have been sung,0.061,0.721,0.218,0.999
the 7th plain,chronicles 1,0.038,0.8320000000000001,0.13,0.9983
thee oh sees,a weird exits,0.087,0.8140000000000001,0.099,0.9224
toro y moi,live from trona,0.068,0.799,0.133,0.9951
factory floor,25 25,0.046,0.856,0.098,0.9868
themind,summer camp,0.063,0.7929999999999999,0.14400000000000002,0.9932
of montreal,innocence reaches,0.07400000000000001,0.8009999999999999,0.124,0.9746
dj snake,encore,0.049,0.8,0.15,0.996
elvis presley,way down in the jungle room,0.042,0.867,0.091,0.9958
roman flgel,verschiebung,0.079,0.8370000000000001,0.084,0.5501
various artists,the land ost,0.055,0.7879999999999999,0.157,0.9981
m. geddes gengras,interior architecture,0.042,0.897,0.061,0.8203
jon bap,what now?,0.038,0.8370000000000001,0.125,0.9924
katie dey,flood network,0.08199999999999999,0.7709999999999999,0.147,0.9898
various artists,suicide squad: the album,0.126,0.782,0.092,-0.983
various artists,start your own fucking show space,0.049,0.7709999999999999,0.18,0.9987
zhu,generationwhy,0.125,0.763,0.112,-0.8482
tobacco,sweatbox dynasty,0.105,0.789,0.106,0.4169
kllo,well worn,0.053,0.8340000000000001,0.113,0.994
wild beasts,boy king,0.128,0.7709999999999999,0.102,-0.9745
noname,telefone,0.104,0.705,0.191,0.9965
michal turtle,phantoms of dreamland,0.032,0.889,0.079,0.9612
cluster ensemble,cluster ensemble: plays philip glass,0.026,0.8270000000000001,0.147,0.9993
michael jackson,dangerous,0.085,0.818,0.096,0.9913
sunny day real estate,how it feels to be something on,0.057,0.784,0.159,0.9996
cam & china,cam & china,0.054000000000000006,0.8440000000000001,0.102,0.9841
nels cline,lovers,0.029,0.816,0.155,0.996
panopticon,revisions of the past,0.134,0.778,0.08800000000000001,-0.9921
dj khaled,major key,0.06,0.804,0.136,0.9983
trim,1-800 dinosaur presents trim,0.05,0.888,0.062,0.8686
"delia derbyshire, elsa stansfield",circle of light,0.022,0.887,0.091,0.9934
rival consoles,night melody,0.063,0.775,0.162,0.9966
descendents,hypercaffium spazzinate,0.054000000000000006,0.833,0.112,0.9955
lil uzi vert,the perfect luv tape,0.043,0.795,0.163,0.9985
haley bonar,impossible dream,0.094,0.7909999999999999,0.116,0.7733
blowout,"no beer, no dad",0.123,0.742,0.135,0.6741
dinosaur jr., give a glimpse of what yer not,0.03,0.838,0.132,0.9971
delroy edwards,hangin at the beach,0.026,0.894,0.081,0.9381
thunder tillman,jaguar mirror,0.05,0.8859999999999999,0.064,-0.0258
cheena,spend the night with...,0.037000000000000005,0.841,0.122,0.9926
nao,for all we know,0.049,0.843,0.108,0.9921
steve aoki,4oki,0.042,0.8959999999999999,0.062,0.8455
shy layers,shy layers,0.052000000000000005,0.8420000000000001,0.106,0.9958
owen,the king of whys,0.115,0.8109999999999999,0.073,-0.9915
titus andronicus,s+@dium rock: five nights at the opera,0.067,0.804,0.129,0.995
hieroglyphic being,the discos of imhotep,0.029,0.871,0.099,0.9959
meshuggah,meshuggah ep,0.052000000000000005,0.848,0.101,0.9973
metronome,take down,0.092,0.792,0.116,0.9608
"mary lattimore, jeff zeigler",music inspired by philippe garrels le rvlateur ,0.048,0.889,0.062,0.7527
red hot chili peppers,blood sugar sex magik,0.07400000000000001,0.7829999999999999,0.14300000000000002,0.9997
nina simone,in concert,0.084,0.77,0.146,0.9982
various artists,sky girl,0.075,0.797,0.128,0.9915
no joy,drool sucker,0.097,0.779,0.124,0.9348
psalm zero,stranger to violence,0.087,0.8109999999999999,0.103,0.8929
elza soares, a mulher do fim do mundo (the woman at the end of the world) ,0.142,0.7909999999999999,0.066,-0.9987
william s. burroughs,let me hang you,0.048,0.846,0.106,0.9946
stwo,d.t.s.n.t. ,0.029,0.815,0.156,0.9985
frankie reyes,boleros valses y mas,0.03,0.8340000000000001,0.136,0.9968
jeremih,late nights: europe,0.036000000000000004,0.831,0.133,0.998
lil durk,lil durk 2x,0.092,0.746,0.162,0.9972
lori mckenna,the bird & the rifle,0.055,0.82,0.125,0.9943
tristan perich,noise patterns,0.051,0.893,0.055,0.7301
lil yachty,summer songs 2,0.07400000000000001,0.828,0.099,0.9502
russian circles,guidance,0.054000000000000006,0.815,0.131,0.9913
florian kupfer,unfinished,0.054000000000000006,0.895,0.05,0.0299
hammers of misfortune,dead revolution,0.079,0.7859999999999999,0.136,0.9878
gucci mane,everybody looking,0.041,0.812,0.147,0.9988
gap dream,this is gap dream,0.099,0.782,0.119,0.6199
shy glizzy,young jefe 2,0.086,0.809,0.105,0.9693
big business,command your weather,0.059,0.823,0.118,0.9913
snoop dogg,coolaid,0.046,0.8290000000000001,0.125,0.9937
"blu, nottz",titans in the flesh,0.059,0.82,0.122,0.9887
michael kiwanuka,love & hate,0.075,0.787,0.139,0.9886
notekillers,songs and jams vol. 1,0.026,0.8390000000000001,0.136,0.9982
various artists,sound signature presents: these songs that should've been out on wax by now - part one,0.019,0.853,0.128,0.9972
de la soul,buhloone mindstate,0.065,0.828,0.108,0.9986
"21 savage, metro boomin",savage mode,0.13699999999999998,0.6779999999999999,0.185,0.9858
wymond miles,call by night,0.052000000000000005,0.847,0.101,0.9477
the amazing,ambulance,0.058,0.802,0.141,0.9935
jherek bischoff,cistern,0.051,0.833,0.116,0.9919
floating points,kuiper,0.037000000000000005,0.8490000000000001,0.114,0.9908
z-ro,drankin & drivin,0.048,0.84,0.112,0.9856
various artists,gqom oh! x crudo volta mixtape,0.066,0.833,0.101,0.958
pauline oliveros,four meditations / sound geometries,0.035,0.8059999999999999,0.16,0.9976
jamila woods,heavn,0.07200000000000001,0.7979999999999999,0.13,0.996
dreezy,no hard feelings,0.043,0.82,0.13699999999999998,0.9985
max romeo,horror zone,0.079,0.862,0.059,-0.9676
johnny foreigner,mono no aware,0.103,0.8220000000000001,0.075,-0.9412
ian william craig,centres,0.029,0.8240000000000001,0.146,0.9977
abra,princess,0.036000000000000004,0.848,0.116,0.9951
towkio,community service 2!,0.038,0.889,0.073,0.9666
wreck and reference,indifferent rivers romance end,0.13,0.797,0.07400000000000001,-0.9914
badbadnotgood,iv,0.042,0.833,0.125,0.9959
mstrkrft,operator,0.071,0.79,0.139,0.9874
pylon,pylon live,0.076,0.825,0.099,0.9655
wolfgang tillmans,2016 / 1986,0.024,0.902,0.07400000000000001,0.9897
clams casino,32 levels,0.035,0.893,0.07200000000000001,0.9782
elysia crampton,elysia crampton presents: demon city,0.053,0.845,0.102,0.9952
camp cope,camp cope,0.096,0.7879999999999999,0.116,0.8378
shackleton,devotional songs,0.055,0.8390000000000001,0.107,0.9919
konx-om-pax,caramel,0.043,0.833,0.124,0.9952
fleetwood mac,tusk,0.065,0.807,0.129,0.9992
the julie ruin,hit reset,0.114,0.7709999999999999,0.115,0.2867
migos,3 way,0.117,0.782,0.101,-0.7829999999999999
mark barrott,sketches from an island 2,0.006999999999999999,0.917,0.076,0.9834
various artists,eleven into fifteen: a 130701 compilation,0.05,0.835,0.115,0.9934
shura,nothings real,0.045,0.852,0.104,0.9943
betty davis,the columbia years 1968-69,0.035,0.853,0.112,0.9985
kel valhaal,new introductory lectures on the system of transcendental qabala,0.038,0.899,0.063,0.8801
jackmaster,dj-kicks,0.042,0.8340000000000001,0.124,0.9968
schoolboy q,blank face lp,0.045,0.861,0.094,0.995
darkstar,made to measure,0.098,0.762,0.14,0.9821
trust punks,double bind,0.092,0.778,0.13,0.9687
tangents,stateless,0.033,0.828,0.139,0.997
arca,entraas,0.09,0.802,0.108,0.8643
lindstrm,windings,0.054000000000000006,0.772,0.173,0.9975
martha,blisters in the pit of my heart,0.083,0.746,0.172,0.9933
john roberts,plum,0.053,0.795,0.152,0.9951
maxwell,blacksummersnight,0.05,0.7559999999999999,0.194,0.999
kelsey lu,church ep,0.08800000000000001,0.799,0.112,0.9628
eric copeland,black bubblegum,0.039,0.894,0.067,0.7841
gone is gone,gone is gone,0.066,0.84,0.094,0.9713
vivien goldman,resolutionary (songs 1979-1982),0.034,0.8959999999999999,0.069,0.9922
risn murphy,take her up to monto,0.018000000000000002,0.8490000000000001,0.133,0.9978
araabmuzik,dream world,0.075,0.8109999999999999,0.113,0.9516
gggs,gggs,0.095,0.8370000000000001,0.068,-0.9643
roy wood$,waking at dawn,0.08800000000000001,0.752,0.16,0.9947
lauryn hill,the miseducation of lauryn hill,0.071,0.7909999999999999,0.138,0.9991
metronomy,summer 08,0.071,0.782,0.14800000000000002,0.9977
scharpling & wurster,live at third man records,0.045,0.81,0.145,0.9979
marisa anderson,into the light,0.047,0.8220000000000001,0.13,0.9896
steven julien,fallen,0.08800000000000001,0.7609999999999999,0.15,0.9942
the avalanches,wildflower,0.041,0.799,0.16,0.9995
nite-funk,nite-funk,0.035,0.779,0.18600000000000005,0.9974
"nils frahm, woodkid",ellis,0.055,0.852,0.093,0.983
gojira,magma,0.066,0.877,0.057,-0.7224
aphex twin,cheetah,0.052000000000000005,0.858,0.08900000000000001,0.9912
inter arma,paradise gallows,0.03,0.809,0.162,0.998
the game,streets of compton,0.057,0.862,0.081,0.9652
hot hot heat,hot hot heat,0.064,0.802,0.135,0.9941
blink-182,california,0.058,0.858,0.085,0.9477
magic!,primary colours,0.075,0.8009999999999999,0.124,0.9935
weaves,weaves,0.023,0.816,0.161,0.9978
egisto macchi,biologia animale e vegetale,0.03,0.841,0.129,0.9955
bat for lashes,the bride,0.101,0.797,0.101,-0.2372
mick harvey,delirium tremens,0.061,0.851,0.08800000000000001,0.8981
alice bag,alice bag,0.08800000000000001,0.831,0.08,-0.8513
stephen steinbrink,anagrams,0.087,0.7909999999999999,0.122,0.964
pulp,different class,0.061,0.851,0.087,0.9959
desiigner,new english,0.056,0.789,0.154,0.9965
nice as fuck,nice as fuck,0.068,0.831,0.101,0.9579
look mexico,uniola,0.052000000000000005,0.82,0.128,0.9968
sunpath,dream music,0.051,0.8270000000000001,0.121,0.9977
"future, dj esco",project e.t. esco terrestrial,0.056,0.8270000000000001,0.117,0.9951
james ferraro,human story 3,0.039,0.901,0.06,0.9399
puro instinct,autodrama,0.069,0.8220000000000001,0.109,0.9808
david toop,entities inertias faint beings,0.05,0.88,0.07,0.9279
blood orange,freetown sound,0.084,0.813,0.103,0.9585
river tiber,indigo,0.033,0.7829999999999999,0.185,0.9989
lets eat grandma,"i, gemini",0.03,0.88,0.09,0.9876
lungfish,sound in time,0.044,0.909,0.047,0.1754
"jim orourke, fennesz",its hard for me to say im sorry,0.038,0.833,0.128,0.9957
deerhoof,the magic,0.059,0.7879999999999999,0.154,0.9971
told slant,going by,0.103,0.8190000000000001,0.077,-0.9776
amy klein,fire,0.042,0.815,0.14300000000000002,0.9961
bruce springsteen,"the christic shows, november 16 & 17, 1990",0.048,0.8340000000000001,0.118,0.9982
"blut aus nord, vangelist",codex obscura nomina,0.034,0.909,0.057,0.9472
caveman,otero war,0.099,0.767,0.134,0.9501
bjarki,b,0.033,0.877,0.09,0.988
suicide,suicide,0.133,0.7390000000000001,0.127,-0.8405
the avett brothers,true sadness,0.14,0.723,0.13699999999999998,-0.8740000000000001
delorean,muzik,0.049,0.868,0.084,0.9561
yumi zouma,yoncalla,0.044,0.826,0.13,0.9875
jay arner,jay ii,0.081,0.8059999999999999,0.114,0.8859999999999999
neil young,tonight's the night,0.098,0.7929999999999999,0.11,0.9827
dj shadow,the mountain will fall,0.071,0.8190000000000001,0.111,0.9908
grace jones,warm leatherette,0.054000000000000006,0.83,0.116,0.9972
"john cage, sun ra",john cage meets sun ra: the complete concert,0.041,0.8340000000000001,0.124,0.9937
allen toussaint,american tunes,0.008,0.8240000000000001,0.168,0.9981
g.l.o.s.s.,trans day of revenge,0.14400000000000002,0.807,0.049,-0.9978
laura mvula,the dreaming room,0.051,0.7879999999999999,0.161,0.9989
odonis odonis,post plague,0.076,0.846,0.078,-0.3095
saqqara mastabas,libras,0.038,0.831,0.132,0.9937
disclosure,moog for love,0.046,0.75,0.204,0.9983
wye oak,tween,0.042,0.797,0.161,0.9984
sui zhen,secretly susan,0.055,0.845,0.1,0.9866
the gotobeds,blood // sugar // secs // traffic,0.075,0.802,0.123,0.9935
mitski,puberty 2,0.077,0.7559999999999999,0.166,0.9985
bishop nehru,magic 19,0.133,0.752,0.115,-0.9133
brigid mae power,brigid mae power,0.063,0.821,0.116,0.9879
rlyr,delayer,0.044,0.863,0.092,0.9752
swans,the glowing man,0.084,0.8079999999999999,0.107,0.9571
yg,still brazy,0.126,0.81,0.063,-0.9964
"todd terje, the olsens",the big cover-up,0.012,0.935,0.053,0.9688
ro james,eldorado,0.008,0.8,0.192,0.9983
red hot chili peppers,the getaway,0.05,0.825,0.125,0.9977
palmistry,pagan,0.075,0.802,0.123,0.9936
will butler,friday night,0.087,0.807,0.106,0.8795
vatican shadow,media in the service of terror,0.104,0.825,0.07200000000000001,-0.9751
weval,weval,0.037000000000000005,0.804,0.159,0.9983
george harrison,all things must pass,0.059,0.83,0.111,0.999
case/lang/veirs,case/lang/veirs,0.041,0.789,0.17,0.9995
yung,a youthful dream,0.07400000000000001,0.777,0.149,0.982
kodak black,lil b.i.g. pac,0.034,0.828,0.138,0.9963
nails,you will never be one of us,0.099,0.83,0.071,-0.8996
neil young,earth,0.043,0.8079999999999999,0.149,0.9989
jake bugg,on my one,0.078,0.84,0.081,-0.8259
the fall,live at the witch trials,0.117,0.8059999999999999,0.077,-0.9912
audion,alpha,0.048,0.835,0.118,0.9947
van morrison,"it's too late to stop now... volumes ii, iii, iv & dvd",0.044,0.88,0.076,0.9937
nick jonas,last year was complicated,0.028,0.813,0.159,0.9968
nite jewel,liquid cool,0.055,0.794,0.151,0.9966
"laraaji, sun araw",professional sunflow,0.025,0.835,0.139,0.9956
waxahatchee,early recordings,0.045,0.871,0.084,0.9603
dan lissvik,midnight,0.038,0.878,0.084,0.9862
mozzy,mandatory check,0.101,0.792,0.107,0.3573
diarrhea planet,turn to gold,0.02,0.862,0.118,0.9896
band of horses,why are you ok,0.06,0.7440000000000001,0.196,0.9991
the temper trap,thick as thieves,0.121,0.754,0.125,0.5513
jackie lynn,jackie lynn,0.07,0.85,0.08,0.8089
nate wooley,argonautica,0.036000000000000004,0.841,0.124,0.9925
air,twentyears,0.023,0.907,0.07,0.9866
huerco s.,for those of you who have never (and also those who have),0.03,0.884,0.087,0.9948
plaid,the digging remedy,0.033,0.8270000000000001,0.139,0.9972
holger czukay,movie!,0.044,0.8390000000000001,0.117,0.9938
sumac,what one becomes,0.071,0.8240000000000001,0.105,0.9412
kate bush,hounds of love,0.053,0.823,0.123,0.9994
cornelius,fantasma,0.02,0.8490000000000001,0.131,0.9994
alexis taylor,piano,0.047,0.784,0.16899999999999998,0.9984
ladyhawke,wild things,0.1,0.7759999999999999,0.124,0.9778
fear of men,fall forever,0.098,0.789,0.112,0.7964
garbage,strange little birds,0.098,0.732,0.16899999999999998,0.9965
speedy ortiz,foiled again,0.052000000000000005,0.826,0.123,0.9953
floorplan,victorious ,0.028,0.843,0.129,0.9978
margaret glaspy,emotions and math,0.065,0.855,0.08,0.8199
vic mensa,theres alot going on ,0.117,0.732,0.151,0.9759
paul simon,stranger to stranger,0.086,0.778,0.136,0.9981
peter bjorn and john,breakin point,0.073,0.774,0.153,0.9959
terry reid,the other side of the river,0.019,0.8490000000000001,0.132,0.9965
tegan and sara,love you to death,0.057,0.7859999999999999,0.157,0.9963
various artists,blonde on blonde revisited,0.047,0.8109999999999999,0.142,0.9976
mourn,"ha, ha, he.",0.111,0.733,0.156,0.9887
xenia rubinos,black terry cat,0.065,0.81,0.125,0.9948
the strokes,future present past ep,0.057,0.8290000000000001,0.115,0.9922
the kills,ash & ice,0.115,0.797,0.08800000000000001,-0.9656
lone,levitate,0.055,0.8140000000000001,0.131,0.9919
white zombie,it came from n.y.c.,0.083,0.805,0.113,0.9948
whitney,light upon the lake,0.042,0.778,0.179,0.9984
big thief,masterpiece,0.071,0.777,0.152,0.995
